user_name,user_password,game_title,game_genre,game_developer,game_type,session_level,session_playtime,session_is_completed,achievement_list,achievement_points
richardjohnson,eCGhB&Hy(3,Re-engineered needs-based ability,Action,"Shaw, Peters and Patrick",mmo,Level 18,805,True,Achiev_87,36
davidwest,d0CbRwcT)T,Future-proofed cohesive budgetary management,Simulation,"Callahan, Wang and Smith",singleplayer,Level 20,4468,False,Achiev_57,44
fjackson,8+$YNJYe!v,Open-source reciprocal policy,Action,Stanley-Vaughn,singleplayer,Level 20,95,False,Achiev_37,396
leemonica,$_W4xp0o!2,Universal attitude-oriented data-warehouse,Action,Rogers-Weaver,mmo,Level 33,35,True,Achiev_99,443
david27,&UqVDsrUj8,Synchronized tertiary archive,RPG,"Wong, Conley and Robinson",singleplayer,Level 3,3075,True,Achiev_39,127
michael63,+el&2NYuDa,Re-engineered needs-based ability,Action,"Shaw, Peters and Patrick",mmo,Level 47,4720,False,Achiev_92,248
leemonica,$_W4xp0o!2,Networked logistical capability,RPG,Roberts Inc,singleplayer,Level 35,3352,False,Achiev_23,121
phawkins,#KWawSKav6,Enterprise-wide methodical knowledgebase,Strategy,Wilkinson Ltd,singleplayer,Level 52,222,True,Achiev_14,302
phawkins,#KWawSKav6,Operative zero-defect Graphical User Interface,Simulation,Martinez PLC,singleplayer,Level 59,620,True,Achiev_85,127
eholloway,!Te4O3wG8G,Reduced regional policy,RPG,Simpson LLC,mmo,Level 22,113,True,Achiev_25,206
jameswilkins,(5YyBb2nMA,Centralized didactic collaboration,Shooter,"Daugherty, Howe and Jenkins",singleplayer,Level 44,4351,True,Achiev_91,202
zachary51,909Yy3y9+O,Right-sized heuristic alliance,Shooter,"Martin, Sharp and Lopez",singleplayer,Level 25,3585,False,Achiev_79,205
gsnyder,*&0NfBAd_E,Public-key dynamic Local Area Network,Strategy,"Foster, Ross and Callahan",mmo,Level 32,2307,False,Achiev_23,335
williamsbrandon,79MPcC_u(f,User-friendly high-level analyzer,RPG,Kennedy Group,mmo,Level 57,705,False,Achiev_27,55
sean69,%BXHeiHse6,Advanced stable model,Action,Middleton-Lowery,mmo,Level 13,4221,False,Achiev_36,86
melissamaldonado,XlM_3@PQz^,Cloned human-resource Graphical User Interface,Action,Miller-Johnson,mmo,Level 48,667,False,Achiev_98,255
sean69,%BXHeiHse6,Face-to-face systemic projection,RPG,"Orozco, Martinez and Vasquez",singleplayer,Level 29,516,True,Achiev_16,74
travis57,%LY4KjMfDr,Open-source reciprocal policy,Action,Stanley-Vaughn,singleplayer,Level 54,1051,True,Achiev_72,82
ccurtis,^i&U1WhVX!,Innovative tertiary process improvement,Action,"Luna, Peters and Lambert",singleplayer,Level 54,4345,True,Achiev_97,73
jfarmer,9%9ACkdQq^,Stand-alone content-based utilization,Simulation,Hill Ltd,mmo,Level 35,1191,False,Achiev_15,278
mckeeadrian,#19Z$fk1%V,Innovative tertiary process improvement,Action,"Luna, Peters and Lambert",singleplayer,Level 50,1762,False,Achiev_28,227
rosskimberly,@Z6RpuhNjG,Enhanced explicit migration,Shooter,"Moyer, Elliott and Fuller",singleplayer,Level 17,75,True,Achiev_98,329
hdudley,a%UT(og8$5,Universal attitude-oriented data-warehouse,Action,Rogers-Weaver,mmo,Level 33,2216,False,Achiev_47,472
david39,&P99vVsr#y,Versatile well-modulated moderator,RPG,Myers PLC,mmo,Level 48,101,True,Achiev_31,488
kempmelanie,OR0Vy7Ad&L,Enhanced interactive moratorium,Strategy,Vazquez-Lewis,singleplayer,Level 45,3899,True,Achiev_86,23
hchapman,@w3buMjS7*,Reduced regional policy,RPG,Simpson LLC,mmo,Level 45,2136,True,Achiev_41,471
jasoncrawford,^Bb1nOLtK),Re-contextualized homogeneous protocol,Action,"Kennedy, Chavez and West",mmo,Level 54,4729,True,Achiev_69,442
elizabeth56,EERkTdTe(3,Enhanced interactive moratorium,Strategy,Vazquez-Lewis,singleplayer,Level 23,3500,False,Achiev_36,77
shannonhill,!F($y8CxR0,Open-source reciprocal policy,Action,Stanley-Vaughn,singleplayer,Level 23,89,True,Achiev_28,206
adriannelson,Q*6H2pCSFe,Up-sized exuding functionalities,Shooter,Johns LLC,mmo,Level 2,3297,True,Achiev_86,370
megan40,7)YiU98q@Z,Phased eco-centric service-desk,Action,"Rodriguez, Anderson and Patton",mmo,Level 44,2170,False,Achiev_88,208
eholloway,!Te4O3wG8G,De-engineered local superstructure,Action,"Rangel, Blankenship and Preston",singleplayer,Level 48,3246,False,Achiev_73,252
phawkins,#KWawSKav6,Face-to-face systemic projection,RPG,"Orozco, Martinez and Vasquez",singleplayer,Level 25,3228,False,Achiev_49,259
krameramanda,$kGV3wh5t1,Pre-emptive bottom-line initiative,Simulation,Pena LLC,singleplayer,Level 32,2853,True,Achiev_15,158
leemonica,$_W4xp0o!2,Cloned executive solution,RPG,Allen-White,singleplayer,Level 45,638,False,Achiev_3,62
gillroger,tYu9MuOk!c,Innovative tertiary process improvement,Action,"Luna, Peters and Lambert",singleplayer,Level 9,4394,False,Achiev_33,435
